category,description,html,ierarch,is_available,name,price,region
,"Indispensable du vestiaire masculin, ce pantalon droit en toile de laine bleue assure un look formel et élégant.",https://www.dior.com/fr_fr/products/couture-763C190A4339_C530-pantalon-en-laine-coupe-droite,/homme/pret-a-porter/nouveautes,,"Pantalon en laine, Coupe droite","600,00eur",fr_fr
,Het zwarte Dior by Dior-borduursel is een hoofdthema uit de Spring 2019-collectie en is voor een trendy en verfijnde look op de kraag van dit overhemd van wit stretchpopeline aangebracht.,https://www.dior.com/nl_be/products/couture-433C529W1135_C089-overhemd-van-stretchkatoen-dior-by-dior-borduursel,<200 https://www.dior.com/nl_be/heren/ready-to-wear/nieuw,,"Overhemd van stretchkatoen, Dior by Dior-borduursel","eur500,00",nl_be
,Ce pantalon en serge de laine noire est revisité dans une version élégante grâce à son insert de satin à la ceinture.,https://www.dior.com/fr_fr/products/couture-963C143H4178_C900-pantalon-en-laine-insert-de-satin,/homme/pret-a-porter/nouveautes,,"Pantalon en laine, Insert de satin","750,00eur",fr_fr
,Ce pantalon en toile de laine bleue est réinterprété dans une version jogging grâce à sa ceinture élastique et à son cordon. Il assure ainsi un look contemporain et décontracté.,https://www.dior.com/fr_fr/products/couture-963C100E4339_C530-pantalon-en-laine-ceinture-elastique,/homme/pret-a-porter/nouveautes,,"Pantalon en laine, Ceinture élastique","650,00eur",fr_fr
,"Thème fort de la collection Printemps 2019, la broderie ""Dior by Dior"" en contraste blanc est placée sur le devant de ce pantalon de jogging en serge de laine vierge noire pour une allure mode et décontractée.",https://www.dior.com/fr_fr/products/couture-733C138W1363_C980-jogging-en-laine-broderie-dior-by-dior,/homme/pret-a-porter/nouveautes,,"Jogging en laine, Broderie ""Dior by Dior""","900,00eur",fr_fr
,"Een klassieker in elke Dior-garderobe, dit witte overhemd van katoenpopeline is uitgevoerd met een opvallende omgekeerde kraag voor een moderne en chique look.",https://www.dior.com/nl_be/products/couture-733C516A1581_C000-katoenen-overhemd-omgekeerde-kraag,<200 https://www.dior.com/nl_be/heren/ready-to-wear/nieuw,,"Katoenen overhemd, omgekeerde kraag","eur420,00",nl_be
,Ce pantalon de jogging zippé au bas est revisité dans une version en drap de laine bleu marine pour un look décontracté.,https://www.dior.com/fr_fr/products/couture-963C119E4408_C540-jogging-en-laine,/homme/pret-a-porter/nouveautes,,Jogging en laine,"900,00eur",fr_fr
,"Ce polo en piqué de coton se distingue par son coloris saisonnier violet pour une allure mode. La broderie ""Abeille"" noire signe cette pièce de l'empreinte Dior.",https://www.dior.com/fr_fr/products/couture-963J814B0454_C459-polo-en-coton-broderie-abeille,/homme/pret-a-porter/nouveautes,,"Polo en coton, Broderie ""Abeille""","350,00eur",fr_fr
,"Cette chemise en popeline de coton blanc se distingue par son ""Abeille"" en métal appliquée sur le col pour un look moderne.",https://www.dior.com/fr_fr/products/couture-963C556A1581_C000-chemise-en-coton-abeille-metal,/homme/pret-a-porter/nouveautes,,"Chemise en coton, ""Abeille"" métal","450,00eur",fr_fr
,"Ce jean regular en denim stretch de coton bleu se distingue par sa plaque ""Christian Dior Atelier"" en métal à la poche ticket et assure ainsi un style moderne et intemporel. Le jacqueron de cuir noir embossé ""Dior"" au dos signe cette pièce de l'empreinte Dior.",https://www.dior.com/fr_fr/products/couture-963DS33T187X_C540-jean-en-coton-stretch-plaque-metal-christian-dior-atelier,/homme/pret-a-porter/nouveautes,,"Jean en coton stretch, Plaque métal ""Christian Dior Atelier""","590,00eur",fr_fr
,"Cette chemise en popeline de coton noir se distingue par son ""Abeille"" en métal appliquée sur le col pour un look moderne.",https://www.dior.com/fr_fr/products/couture-963C556A1581_C900-chemise-en-coton-abeille-metal,/homme/pret-a-porter/nouveautes,,"Chemise en coton, ""Abeille"" métal","450,00eur",fr_fr
,"Cette chemise en popeline stretch de coton blanc se distingue par sa broderie ""Signature"" point main en contraste noir, pour un look élégant et contemporain.",https://www.dior.com/fr_fr/products/couture-433C529X1223_C089-chemise-en-coton-stretch-broderie-signature,/homme/pret-a-porter/nouveautes,,"Chemise en coton stretch, Broderie ""Signature""","480,00eur",fr_fr
